"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenName_KJKC","DairitenName_KJ","DairitenName_KJR","DairitenName_KJK","DairitenName_KN","DairitenName_KNR","Shiten_CD","Chiku_CD","Jusho_CD","Banchi_KJ","Banchi_KN","TEL_NO","FAX_NO","DairitenKanri_KBN","Dairiten_KBN","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","ChikiHokatsu_CD"
"22890","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）静岡営業部","東邦薬品（株）静岡営業部","東邦薬品静岡営業部","東邦静岡","ﾄｳﾎｳ ｼｽﾞｵｶ","ﾄｳﾎｳ ｼｽﾞｵｶ","52","","","","","0000-00-0000","","","1","20111001","","20110905",""
"23001","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:32:10","PVU_EX_1400","itg04213","05/08/2018 15:39:49","PVU_EX_1400","株式会社東海メディエイト","株式会社東海メディエイト","東海メディエイト","東海メディ","ｶﾌﾞｼｷｶｲｼﾔﾄｳｶｲﾒﾃﾞｲｴｲﾄ","ﾄｳｶｲﾒﾃﾞｲ","51","","","","","052-931-9195","052-931-9019","","1","20180508","","20180508",""
"23002","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","中北薬品（株）","中北薬品（株）","中北薬品","中北薬品","ﾅｶｷﾀ ﾔｸﾋﾝ","ﾅｶｷﾀ ﾔｸﾋﾝ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"23003","04/10/2023 00:00:00","12/31/9999 00:00:00","0","itg45886","04/10/2023 11:00:12","PVU_EX_1400","itg45886","04/10/2023 11:00:12","PVU_EX_1400","（株）スズケン病院統轄部","（株）スズケン病院統轄部","スズケン病院統轄部","Ｓ病院統轄","KK ｽｽﾞｹﾝ ﾋﾞｮｳｲﾝﾄｳｶﾂﾌ","ﾋﾞｮｳｲﾝﾄｳｶﾂ","52","","","","","052-954-2672","","","1","20230410","","20230410",""
"23009","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン名古屋営業部","（株）スズケン名古屋営業部","スズケン名古屋営業部","Ｓ・名古屋","KK ｽｽﾞｹﾝ ﾅｺﾞﾔｴｲｷﾞﾖｳﾌ","ｽｽﾞｹﾝ ﾅｺﾞﾔ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"23017","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 15:55:03","PVU_EX_1400","itg40916","02/08/2019 15:55:03","PVU_EX_1400","シーエス薬品（株）","シーエス薬品（株）","シーエス薬品（株）","シーエス薬","ｼ-ｴｽ ﾔｸﾋﾝ ｶﾌﾞｼｷｶﾞｲｼﾔ","ｼ-ｴｽﾔｸﾋﾝ","52","","","","","03-3817-3967","","","1","19000101","20190208","19000101",""
"23047","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:26:44","PVU_EX_1400","itg45886","09/12/2025 10:26:44","PVU_EX_1400","スズケングループ","スズケングループ","スズケンＧ","スズケン","ｽｽﾞｹﾝ G","ｽｽﾞｹﾝ","52","","","","","052-950-6304","","","1","","","20241101",""
"23048","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:25:35","PVU_EX_1400","itg39895","10/28/2024 16:39:29","PVU_EX_1400","（株）スズケン","（株）スズケン","（株）スズケン","スズケン","KK ｽｽﾞｹﾝ","ｽｽﾞｹﾝ","52","","","","","052-950-6304","","","1","","","20241101",""
"23049","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:39:30","PVU_EX_1400","itg46273","09/12/2025 11:39:30","PVU_EX_1400","（株）スズケンその他","（株）スズケンその他","スズケンその他","Ｓ・その他","KK ｽｽﾞｹﾝ ｿﾉﾀ","ｽｽﾞｹﾝ ｿﾉﾀ","52","","","","","052-950-6304","","","1","19980401","","19980325",""
"23052","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）愛知","アルフレッサ（株）愛知","アルフレッサ愛知","ＡＦ愛知","ｱﾙﾌﾚﾂｻ ｱｲﾁ","AF ｱｲﾁ","52","","","","","0000-00-0000","","","1","19981001","","19980924",""
"23074","04/01/2013 00:00:00","12/31/9999 00:00:00","0","eclbatch","03/29/2018 18:50:00","803001","eclbatch","03/29/2018 18:50:00","803001","スズケン","スズケン","Ｓ","Ｓ","S","S","52","","","","","052-953-7498","052-953-6331","","1","20001205","20050601","20001205",""
"23075","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 15:40:45","PVU_EX_1400","itg40916","02/08/2019 15:40:45","PVU_EX_1400","株）スズケン西日本営業部東","株）スズケン西日本営業部東","スズケン西日本　東海","スズケン西","ｽｽﾞｹﾝﾆｼﾆﾎﾝｴｲｷﾞﾖｳﾄｳｶｲ","ｽｽﾞｹﾝﾆｼﾆﾎﾝ","52","","","","","052-953-7498","052-953-6331","","1","20001205","20190208","20001205",""
"23084","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","（株）ＰＡＬＴＡＣ名古屋支社","ＰＡＬＴＡＣ名古屋支社","ＰＡＬ名古屋支社","ＰＴ名古屋","ﾊﾟﾙﾀﾂｸﾅｺﾞﾔ","ﾊﾟﾙﾅｺﾞﾔﾞ","52","","","","","0568-86-5660","","","1","20060914","","20060914",""
"23100","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 08:56:32","PVU_EX_1400","itg45886","04/03/2025 08:56:32","PVU_EX_1400","（株）メディセオ中部統括営業部","メディセオ中部統括営業部","メディセオ中部統括","ＭＣ中部","ﾒﾃﾞｲｾｵ ﾁﾕｳﾌﾞﾄｳｶﾂ","MCﾁﾕｳﾌﾞ","52","","","","","0000-00-0000","","","1","20091001","","20100928",""
"23525","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:43:58","PVU_EX_1400","itg36186","01/14/2021 15:54:19","PVU_EX_1400","（株）井田両国堂　名古屋","（株）井田両国堂　名古屋","井田両国堂　名古屋","井田名古屋","ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ ﾅｺﾞﾔ","ｲﾀﾞ ﾅｺﾞﾔ","52","","","","","052-705-6422","","","3","19000101","","19000101",""
"23888","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","愛知の代理店","愛知の代理店","愛知の代理店","愛・代理店","ｱｲﾁﾉ ﾀﾞｲﾘﾃﾝ","ｱｲﾁ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"23889","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","愛知の代理店","愛知の代理店","愛知の代理店","愛・代理店","ｱｲﾁﾉ ﾀﾞｲﾘﾃﾝ","ｱｲﾁ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"23890","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）愛知営業部","東邦薬品（株）愛知営業部","東邦薬品愛知営業部","東邦愛知","ﾄｳﾎｳ ｱｲﾁ","ﾄｳﾎｳ ｱｲﾁ","52","","","","","0000-00-0000","","","1","20111001","","20110905",""
"23891","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","アルフレッサヘルスケア（株）中部支社","アルフレッサＨＣ中部支社","アルフレッサＨＣ中部","アルフ中部","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱﾁﾕｳﾌﾞ","ｱﾙﾌﾁﾕｳﾌﾞ","52","","","","","052-505-1881","","","1","20110907","","20110907",""
"24002","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン三重営業部","（株）スズケン三重営業部","スズケン三重営業部","Ｓ・三重","KK ｽｽﾞｹﾝ ﾐｴｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ﾐｴ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"24004","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","丹平中田（株）東海営業部","丹平中田（株）東海営業部","丹平中田　東海","丹平中田","ﾀﾝﾍﾟｲ ﾅｶﾀ KK","ﾀﾝﾍﾟｲ ﾅｶﾀ","52","","","","","03-3817-3967","","","1","19000101","20121121","19000101",""
"24011","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","神宮薬品（株）","神宮薬品（株）","神宮薬品（株）","神宮薬品","ｼﾞﾝｸﾞｳﾔｸﾋﾝ","ｼﾞﾝｸﾞｳﾔｸﾋﾝ","52","","","","","05965-2-5211","","","2","19930501","","19930423",""
"24012","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）三重","アルフレッサ（株）三重","アルフレッサ三重","ＡＦ三重","ｱﾙﾌﾚﾂｻ ﾐｴ","AF ﾐｴ","52","","","","","0000-00-0000","","","1","19981001","","19980924",""
"24888","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","三重の代理店","三重の代理店","三重の代理店","三・代理店","ﾐｴﾉ ﾀﾞｲﾘﾃﾝ","ﾐｴ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"24889","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","三重の代理店","三重の代理店","三重の代理店","三・代理店","ﾐｴﾉ ﾀﾞｲﾘﾃﾝ","ﾐｴ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"24890","04/01/2016 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）三重営業部","東邦薬品（株）三重営業部","東邦薬品三重営業部","東邦三重","ﾄｳﾎｳ  ﾐｴ","ﾄｳﾎｳ ﾐｴ","52","","","","","0000-00-0000","","","1","20111001","","20110905",""
"25002","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン滋賀営業部","（株）スズケン滋賀営業部","スズケン滋賀営業部","Ｓ・滋賀","KK ｽｽﾞｹﾝ ｼｶﾞｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ｼｶﾞ","52","","","","","0775-46-3311","0775-46-3321","","1","19000101","","19000101",""
"25007","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ECL02796","03/29/2018 18:50:00","803001","ECL02796","03/29/2018 18:50:00","803001","（株）大正堂","（株）大正堂","大正堂","大正堂","ﾀｲｼﾖｳﾄﾞｳ","ﾀｲｼﾖｳﾄﾞｳ","52","","","","","0748-65-3001","0748-65-3007","","2","20161001","","20160928",""
"25008","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品（株）滋賀営業部","東邦薬品（株）滋賀営業部","東邦薬品滋賀","東邦滋賀","ﾄｳﾎｳ KK ｼｶﾞ","ﾄｳﾎｳｼｶﾞ","52","","","","","077-569-4121","","","1","20170401","","20170510",""
"25888","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07091","03/29/2018 18:50:00","803001","ecl07091","03/29/2018 18:50:00","803001","滋賀の代理店","滋賀の代理店","滋賀の代理店","滋・代理店","ｼｶﾞﾉ ﾀﾞｲﾘﾃﾝ","ｼｶﾞ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"25889","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","滋賀の代理店","滋賀の代理店","滋賀の代理店","滋・代理店","ｼｶﾞﾉ ﾀﾞｲﾘﾃﾝ","ｼｶﾞ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"26008","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）京滋","アルフレッサ（株）京滋","アルフレッサ京滋","ＡＦ京滋","ｱﾙﾌﾚﾂｻ ｹｲｼﾞ","AF ｹｲｼﾞ","52","","","","","075-361-2111","075-365-0007","","1","19000101","","19000101",""
"26011","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン京都営業部","（株）スズケン京都営業部","スズケン京都営業部","Ｓ・京都","KK ｽｽﾞｹﾝ ｷﾖｳﾄｴｲｷﾞﾖｳ","ｽｽﾞｹﾝ ｷﾖｳﾄ","52","","","","","075-313-3211","075-313-2141","","1","19940720","","19940628",""
"26014","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）ケーエスケー京滋","（株）ケーエスケー京滋","ケーエスケー京滋","ＫＳＫ京滋","ｹ-ｴｽｹ- ｹｲｼﾞ","ｹ-ｴｽｹ-ｹｲｼﾞ","52","","","","","0000-00-0000","","","1","19991001","","19990908",""
"26023","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 09:01:09","PVU_EX_1400","itg45886","04/03/2025 09:01:09","PVU_EX_1400","（株）メディセオ京都統括営業部","メディセオ京都統括営業部","メディセオ京都統括","ＭＣ京都","ﾒﾃﾞｲｾｵ ｷﾖｳﾄ ﾄｳｶﾂ","MCｷﾖｳﾄ","52","","","","","0000-00-0000","","","1","20091001","","20090917",""
"26024","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品（株）京都営業部","東邦薬品（株）京都営業部","東邦薬品京都","東邦京都","ﾄｳﾎｳ KK ｷﾖｳﾄ","ﾄｳﾎｳｷﾖｳﾄ","52","","","","","075-646-1211","","","1","20170401","","20170510",""
"26888","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07091","03/29/2018 18:50:00","803001","ecl07091","03/29/2018 18:50:00","803001","京都の代理店","京都の代理店","京都の代理店","京・代理店","ｷﾖｳﾄﾉ ﾀﾞｲﾘﾃﾝ","ｷﾖｳﾄ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"26889","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","京都の代理店","京都の代理店","京都の代理店","京・代理店","ｷﾖｳﾄﾉ ﾀﾞｲﾘﾃﾝ","ｷﾖｳﾄ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"27001","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","丹平中田（株）西日本営業部","丹平中田（株）西日本営業部","丹平中田　西日本","丹平中田","ﾀﾝﾍﾟｲ ﾅｶﾀ KK","ﾀﾝﾍﾟｲ ﾅｶﾀ","52","","","","","03-3817-3967","","","1","19000101","20121121","19000101",""
"27004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:32:40","PVU_EX_1400","itg37786","02/17/2026 16:32:40","PVU_EX_1400","アルフレッサ（株）関西営業本部","アルフレッサ関西","アルフレッサ関西","ＡＦ関西","ｱﾙﾌﾚﾂｻ ｶﾝｻｲ","AF ｶﾝｻｲ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"27014","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン大阪営業部","（株）スズケン大阪営業部","スズケン大阪営業部","Ｓ・大阪","KK ｽｽﾞｹﾝ ｵｵｻｶ ｴｲｷﾞﾖｳ","ｽｽﾞｹﾝ ｵｵｻｶ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"27041","12/25/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","12/25/2025 13:41:37","PVU_EX_1400","itg45886","12/25/2025 13:41:37","PVU_EX_1400","（株）ケーエスケー","（株）ケーエスケー","ケーエスケー","ＫＳＫ","ｹ-ｴｽｹ-","ｹ-ｴｽｹ-","52","","","","","06-6946-1352","06-6941-5400","","1","","","20241101",""
"27042","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:52:25","PVU_EX_1400","itg46273","09/12/2025 11:52:25","PVU_EX_1400","（株）ケーエスケー大阪","（株）ケーエスケー大阪","ケーエスケー大阪","ＫＳＫ大阪","ｹ-ｴｽｹ- ｵｵｻｶ","ｹ-ｴｽｹ-ｵｵｻｶ","52","","","","","06-6946-1352","06-6941-5400","","1","19991001","","19990908",""
"27068","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 15:57:19","PVU_EX_1400","itg40916","02/08/2019 15:57:19","PVU_EX_1400","シーエス薬品（株）関西営業","シーエス薬品（株）関西営業","シーエス関西営業部","ＣＳ関西","ｼ-ｴｽﾔｸﾋﾝｶﾝｻｲｴｲｷﾞﾖｳﾌﾞ","ｼ-ｴｽｶﾝｻｲ","52","","","","","03-3817-3967","","","1","20060705","20190208","20060705",""
"27070","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）Ｐａｌｔａｃ近畿支社","（株）Ｐａｌｔａｃ近畿支社","Ｐａｌｔａｃ近畿支社","ＰＴ近畿","KKﾊﾟﾙﾀﾂｸ ｷﾝｷｼｼﾔ","ﾊﾟﾙｷﾝｷ","52","","","","","06-6262-1286","","","1","20060922","","20060922",""
"27073","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","メディセオ大阪・紀和統括","メディセオ大阪・紀和統括","メディセオ大阪・紀和","ＭＣ大・紀","ﾒﾃﾞｲｾｵ ｵｵｻｶ･ｷﾜ ﾄｳｶﾂ","MCｵｵｻｶ･ｷﾜ","52","","","","","0000-00-0000","","","1","20091001","","20090917",""
"27074","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:20:14","PVU_EX_1400","itg37786","02/24/2026 14:20:14","PVU_EX_1400","（株）メディセオ大阪・紀和統括営業部","メディセオ大阪紀和統括営業","メディセオ大阪紀和","ＭＣ大紀","ﾒﾃﾞｲｾｵ ｵｵｻｶｷﾜ ﾄｳｶﾂ","MCｵｵｻｶｷﾜ","52","","","","","0000-00-0000","","","1","20091001","","20100928",""
"27086","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品（株）大阪営業部","東邦薬品（株）大阪営業部","東邦薬品大阪営業部","東邦大阪","ﾄｳﾎｳ KK ｵｵｻｶｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳｵｵｻｶ","52","","","","","06-4392-5611","","","1","19000101","","19000101",""
"27091","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:39:04","PVU_EX_1400","itg36186","01/14/2021 15:41:53","PVU_EX_1400","（株）井田両国堂　千里店","（株）井田両国堂　千里店","井田両国堂　千里店","井田　千里","ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ ｾﾝﾘ","ｲﾀﾞ ｾﾝﾘ","52","","","","","072-643-4111","072-643-1444","","3","20151111","","20151111",""
"27100","04/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","03/31/2018 16:11:28","PVU_EX_1400","itg04213","03/31/2018 16:11:28","PVU_EX_1400","株式会社アピスライフケア","株式会社アピスライフケア","株式会社アピスライフ","アピスライ","ｱﾋﾟｽﾗｲﾌ","ｱﾋﾟｽﾗｲﾌ","52","","","","","0726-26-5461","","","1","20180401","","20180402",""
"27194","10/08/2019 00:00:00","12/31/9999 00:00:00","0","itg19647","10/08/2019 11:33:21","PVU_EX_1400","itg19647","10/08/2019 11:33:21","PVU_EX_1400","社会医療法人北斗会ネオメデックス","医）北斗会ネオメデックス","ＭＤＸ","ＭＤＸ","ｴﾑﾃﾞｨｰｴｯｸｽ","ｴﾑﾃﾞｨｰｴｯｸｽ","50","","","","","06-6865-1251","","","1","20191001","","20191008",""
"27803","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","（株）Ｐａｌｔａｃ近畿","（株）Ｐａｌｔａｃ近畿","Ｐａｌｔａｃ近畿","ＰＴ近畿","KKﾊﾟﾙﾀﾂｸ ｷﾝｷ","ﾊﾟﾙｷﾝｷ","52","","","","","06-6262-1286","","","1","19000101","","19000101",""
"27806","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:45:05","PVU_EX_1400","itg36186","01/14/2021 15:55:06","PVU_EX_1400","（株）井田両国堂　大阪","（株）井田両国堂　大阪","井田両国堂　大阪","井田　大阪","ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ ｵｵｻｶ","ｲﾀﾞ ｵｵｻｶ","52","","","","","06-6460-1388","06-6460-1389","","3","19000101","","19000101",""
"27888","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","大阪の代理店","大阪の代理店","大阪の代理店","大・代理店","ｵｵｻｶﾉ ﾀﾞｲﾘﾃﾝ","ｵｵｻｶ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"27889","04/01/2018 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","大阪の代理店","大阪の代理店","大阪の代理店","大・代理店","ｵｵｻｶﾉ ﾀﾞｲﾘﾃﾝ","ｵｵｻｶ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"27890","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","アルフレッサヘルスケア（株）関西支社","アルフレッサＨＣ関西支社","アルフレッサＨＣ関西","アルフ関西","ｱﾙﾌﾚﾂｻﾍﾙｽｹｱｶﾝｻｲ","ｱﾙﾌｶﾝｻｲ","52","","","","","0000-00-0000","","","1","20110907","","20110907",""
"28008","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）兵庫","アルフレッサ（株）兵庫","アルフレッサ兵庫","ＡＦ兵庫","ｱﾙﾌﾚﾂｻ ﾋﾖｳｺﾞ","AF ﾋﾖｳｺﾞ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
"28022","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン兵庫営業部","（株）スズケン兵庫営業部","スズケン兵庫営業部","Ｓ・兵庫","KK ｽｽﾞｹﾝ ﾋﾖｳｺﾞｴｲｷﾞﾖｳ","ｽｽﾞｹﾝﾋﾖｳｺﾞ","52","","","","","0000-00-0000","","","1","19990401","","19990309",""
"28023","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）ケーエスケー兵庫","（株）ケーエスケー兵庫","ケーエスケー兵庫","ＫＳＫ兵庫","ｹ-ｴｽｹ- ﾋﾖｳｺﾞ","ｹ-ｴｽｹ- ﾋﾖｳ","52","","","","","0000-00-0000","","","1","19991001","","19990908",""
"28026","04/05/2022 00:00:00","12/31/9999 00:00:00","0","itg19647","04/05/2022 16:13:12","PVU_EX_1400","itg19647","04/05/2022 16:13:12","PVU_EX_1400","メディパルＨＤ","メディパルＨＤ","メディパルＨＤ","ＭＣ","KK ﾒﾃﾞｲｾｵ","ﾒﾃﾞｲｾｵ","51","","","","","078-230-5208","078-230-5782","","1","20000401","","20000323",""
"28036","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）メディセオ兵庫統括営業部","メディセオ兵庫統括営業部","メディセオ兵庫統括","ＭＣ兵庫","ﾒﾃﾞｲｾｵ ﾋﾖｳｺﾞ ﾄｳｶﾂ","MCﾋﾖｳｺﾞ","52","","","","","0000-00-0000","","","1","20091001","","20090917",""
"28037","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","東邦薬品（株）兵庫営業部","東邦薬品（株）兵庫営業部","東邦薬品兵庫","東邦兵庫","ﾄｳﾎｳ KKﾋﾖｳｺﾞ","ﾄｳﾎｳﾋﾖｳｺﾞ","52","","","","","0798-44-0411","","","1","20170401","","20170510",""
"28888","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecld0908","03/29/2018 18:50:00","803001","ecld0908","03/29/2018 18:50:00","803001","兵庫の代理店","兵庫の代理店","兵庫の代理店","兵・代理店","ﾋﾖｳｺﾞﾉ ﾀﾞｲﾘﾃﾝ","ﾋﾖｳｺﾞ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"28889","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ecld0908","03/29/2018 18:50:00","803001","ecld0908","03/29/2018 18:50:00","803001","兵庫の代理店","兵庫の代理店","兵庫の代理店","兵・代理店","ﾋﾖｳｺﾞﾉ ﾀﾞｲﾘﾃﾝ","ﾋﾖｳｺﾞ","52","","","","","0000-00-0000","","","9","19000101","","19000101",""
"29005","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:32:44","PVU_EX_1400","itg40916","02/08/2019 16:32:44","PVU_EX_1400","（株）神田大薬局","（株）神田大薬局","神田大薬局","神田","KK ｶﾝﾀﾞﾀﾞｲ ﾔﾂｷﾖｸ","ｶﾝﾀﾞﾀﾞｲ","52","","","","","0743-65-0086","","","1","20120201","20190208","20120201",""
"29010","04/01/2018 00:00:00","12/31/9999 00:00:00","0","ips00025","03/29/2018 18:50:00","803001","ips00025","03/29/2018 18:50:00","803001","アルフレッサ奈良","アルフレッサ奈良","アルフレッサ奈良","ＡＦ奈良","ｱﾙﾌﾚﾂｻ ﾅﾗ","AF ﾅﾗ","52","","","","","0000-00-0000","","","1","19000101","","19000101",""
